Index;Location;Province;Genus;species-clone;type-of-sample;Asymptomatic-diseased;Nursery-Field;Roots;Root-Collar;Stem;Growth-tip;Needles-Leaves;results
2891;Cramond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Cambium;Discoloration,Outerbark,Cambium;Alive;Fusariumciricnatum
2892;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy,Welldeveloped,J-rooting;Health;Healthy;Alive;ScreeningforFusariumciricnatum
2893;Cramond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Welldeveloped,Healthy;Discoloration,Outerbark,Cambium;Discolorationn,Outerbark,Cambium;Dead;Discoloration;NoFusariumciricnatumcircinatumsp
2894;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumciricnatum
2895;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Generalfungiandbacterium,2culturespositiveforFusariumciricnatum
2896;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy;Discolorationn,Outerbark;Healthy;Alive;NoFusariumciricnatumcircinatumsp
2897;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy;Discolorationn,Outerbark;Healthy;Alive;FusariumcircitumandDiplodiascreening
2898;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy,J-rooting,Plugboundd;Health;Healthy;Alive;FusariumandPhytophthorascreening
2899;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy,J-rooting,Plugboundd;Health;Healthy;Alive;Fusariumciricnatum
2900;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy,J-rooting,Plugboundd;Health;Healthy;Alive;FusariumandPhytophthorascreening
2901;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy,J-rooting,Plugboundd;Health;Healthy;Alive;Fusariumscreening
2902;Eshowe;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumcircitumscreening
2903;Cramond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Die-back;Fewroots;Discolorationn,Outerbark;Discoloration,Outerbark;Die-back;FusariumFSPcreening
2904;Cramond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Cambium;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Dead;FusariumFSPcreening
2905;Cramond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Root:shoot,wilted,Die-back;J-rooting,Fewroots,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Wilted,Scorch,Discoloration;FusariumPotFSPrial
2906;Tweedie;Kwazulu-Natal;Pinus;patula;Hedge;D;N;Healthy;J-rooting,Fewroots,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Wilted;Fusariumcircitumscreening
2907;Karatara;WesternCape;Pinus;patula;Cuttings;D;F;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum,Phytophthora/Pythium
2908;Karatara;WesternCape;Pinus;patula;Branch,Soil,leaves;D;F;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum,Phytophthora/Pythium
2909;Sabie;Mpumalanga;Pinus;patula;Soil,Seed,Seed,root;D;N;Welldeveloped,J-rooting,Healthy;Welldeveloped,J-rooting,Fewroots;Discolorationn,Outerbark,Betweenouterandinnerbark;Discoloration,Outerbark,Betweenouterandinnerbark;Discoloration;ScreeningforFusariumcircitum
2910;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy,J-rooting,Plug-bound;Welldeveloped,J-rooting,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium;Discoloration,Outerbark,Betweenouterandinnerbark,Cambium;Discoloration;ScreeningforFusariumcircitum
2911;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy,J-rooting;Welldeveloped,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Discoloration,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Discoloration;ScreeningforFusariumcircitum
2912;Sabie;Mpumalanga;Pinus;patula;Soil,Seed,Seed,root;D;F;Welldeveloped,Healthy,Plugbound;Welldeveloped,J-rooting,Dead,Plugboundd;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium;Sapwood;Alive;ScreeningforFusariumcircitum
2913;Sabie;Mpumalanga;Pinus;patula;Soil,Seed,Seed,root;D;F;Welldeveloped,Healthy,Plugbound;Welldeveloped,Dead,Plugboundd;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium;Discoloration,Outerbark;Alive;ScreeningforFusariumcircitum
2914;Sabie;Mpumalanga;Pinus;patula;Soil,Seed,Seed,root;D;F;Welldeveloped,J-rooting,Healthy;Welldeveloped,Dead,Plugboundd;Discolorationn,Outerbark,Betweenouterandinnerbark;Discoloration,Outerbark,Betweenouterandinnerbark;Alive;ScreeningforFusariumcircitum
2915;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum
2916;Cramond;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead;Health,Discolorationn,Outerbark,Swelling,Betweenouterandinnerbark;Healthy,Discoloration,Outerbark;Alive;ScreeningforFusariumcircitum
2917;Cramond;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead,J-rooting;Discolorationn,Outerbark,Betweenouterandinnerbark;Discoloration,Outerbark,Betweenouterandinnerbark;Dead;ScreeningforFusariumcircitum
2918;Cramond;Kwazulu-Natal;Pinus;patula;Pottrial;D;N;Healthyroots,Dryrowntips;Welldeveloped,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark;Discoloration,Outerbark;Dead,Discoloration;Fusariumcircitumscreening
2919;Tzaneen;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio,Healthy,Drytunted;J-rooting,Fewroots,Dead,Plugboundd;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark;Wilted;Fusariumcircitumscreening
2920;Cramond;Kwazulu-Natal;Pinus;patula;Cuttings;D;F;PlantisalmostHealthy,needles,yellowing;Welldeveloped,J-rooting,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Cambium,Betweenouterandinnerbark,Outerbark;Alive;Fusariumcircitumscreening
2921;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy,Plugboundd;Discolorationn,Outerbark,Health;Discoloration,Outerbark,Healthy;Alive;Fusariumcircitumscreening
2922;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy,Plugboundd;Discolorationn,Outerbark,Health;Discoloration,Outerbark,Healthy;Alive;Fusariumcircitumscreening
2923;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum
2924;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum
2925;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy,Fewroots;Health,Discolorationn,Outerbark;Healthy,Discoloration,Outerbark;Alive;ScreeningforFusariumcircitum
2926;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy,Fewroots;Health,Discolorationn,Outerbark;Healthy,Discoloration,Outerbark;Alive;ScreeningforFusariumcircitum
2927;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy,Fewroots;Health,Discolorationn,Outerbark;Healthy,Discoloration,Outerbark;Alive;ScreeningforFusariumcircitum
2928;Howick;Kwazulu-Natal;Pinus;patula;Hedge;D;F;Healthy;Dead;Discolorationn,Outerbark,Fruitingbodies;Healthy;Wilted;ScreeningforFusariumcircitum
2929;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumcircitumscreening
2930;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy,Healthy;Welldeveloped,Healthyy,J-rooting,Plugboundd;Health;Healthy;Alive,Wilted;ScreeningforFusariumcircitum
2931;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy,Healthy;Welldeveloped,Healthyy,J-rooting,Plugboundd;Health;Healthy;Alive,Wilted;ScreeningforFusariumcircitum
2932;Howick;Kwazulu-Natal;Pinus;patula;Hedge;A;F;Healthy;Welldeveloped,J-rooting,Dead;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Wilted,S,Discoloration;ScreeningforFusariumcircitum
2933;WhiteRiver;Limpopo;Pinus;patula;Insectsorangecontainer;D;F;Welldeveloped,Healthy,J-rooting,Plug-bound;Outerbark,Cambium,Betweenouter&innerbark,Sapwood;Discolorationn;Discoloration,Sapwood;Wilted,Dead;IdentificationofInsects
2934;Howick;Kwazulu-Natal;Pinus;patula;Seed;A;F;Welldeveloped,J-rooting,Healthy;Welldeveloped,J-rooting,Dead,Plugboundd;Discolorationn;Discoloration,Outerbark,Healthy;Dead;ScreeningforFusariumcircitumandDiplodia
2935;Howick;Kwazulu-Natal;Pinus;patula;Seed;A;F;Welldeveloped,Healthy,J-rooting;Welldeveloped;Discolorationn;Discoloration;Wilted,Discoloration;ScreeningforFusariumcircitumandDiplodia
2936;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Dead,S,Discoloration;ScreeningforFusariumcicinatum
2937;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy,Dry;Noroots,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Dead,S,Discoloration;ScreeningforFusariumcicinatum
2938;Hilton;Limpopo;Pinus;patula;Seed;D;F;Welldeveloped,Healthy,J-rooting;Welldeveloped,J-rooting,Dead,Plugboundd;Discolorationn;Discoloration,Cambium,Betweenouterandinnerbark;Wilted,Discoloration;ScreeningforFusariumcicinatum
2939;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Die-back;Welldeveloped,Dead;Discolorationn,Outerbark;Healthy;Wilted,Discoloration;ScreeningforFusariumciricnatum
2940;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Die-back;Welldeveloped,Dead;Discolorationn,Outerbark;Healthy,Discoloration,Outerbark;Wilted,Discoloration;ScreeningforFusariumciricnatum
2941;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Die-back;Welldeveloped,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark;Healthy;Alive;ScreeningforFusariumciricnatum
2942;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped;Health;Alive;Alive;ScreeningforFusariumciricnatum
2943;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Die-back;Dead;Outerbark,Cambium,Sapwood;Discoloration;Wilted,Discoloration;ScreeningforFusariumciricnatum
2944;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Die-back;Dead;Health;Discoloration;Wilted,Discoloration;ScreeningforFusariumciricnatum
2945;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Die-back;Outerbark,Cambium,Betweenouter&innerbark,Sapwood;Health;Alive;Wilted,Scorch,Discoloration;ScreeningforFusariumciricnatum
2946;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Healthy;Fewroots,Dead;Discolorationn,Outerbark;Discoloration,Outerbark;Dead;ScreeningforFusariumciricnatum
2947;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Die-back;Welldeveloped;Health;Healthy;Alive;ScreeningforFusariumciricnatum
2948;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Die-back;Fewroots;Health;Healthy;Wilted;ScreeningforFusariumciricnatum
2949;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Die-back;Outerbark,Cambium,Betweenouter&innerbark,Sapwood;Health;Healthy;Alive;ScreeningforFusariumciricnatum
2950;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Drytunted;Dead;Health;Healthy;Alive;ScreeningforFusariumciricnatum
2951;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Tipdiscoloured,Drytunted;Fewroots;Health;Healthy;Wilted,Discoloration;ScreeningforFusariumciricnatum
2952;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped;Discolorationn,Outerbark;Healthy;Alive;ScreeningforFusariumciricnatum
2953;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Drytemstunted,rootsWelldeveloped;Welldeveloped;Health;Healthy;Alive;ScreeningforFusariumciricnatum
2954;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Drytunted,Healthy;Welldeveloped;Health;Healthy;Alive;ScreeningforFusariumciricnatum
2955;Karatara;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Healthy;Fewroots;Discolorationn,Outerbark,Betweenouterandinnerbark;Healthy;Alive;ScreeningforFusariumciricnatum
2956;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped;Health;Healthy;Alive;ScreeningforFusariumciricnatum
2957;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped;Health;Healthy;Alive;ScreeningforFusariumciricnatum
2958;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped;Health;Healthy;Alive;ScreeningforFusariumciricnatum
2959;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped;Health;Healthy;Alive;ScreeningforFusariumciricnatum
2960;Sabie;Mpumalanga;Pinus;patula;Branch,Soil,leaves;A;F;Healthy;Healthyy;Health;Healthy;Wilted,Discoloration;ScreeningforFusariumciricnatum
2961;Sabie;Mpumalanga;Pinus;patula;Branch,Soil,leaves;A;F;Healthy;Healthyy;Health;Healthy;Wilted,Discoloration;ScreeningforFusariumciricnatum
2962;Sabie;Mpumalanga;Pinus;patula;foliage;A;F;Healthy;Healthyy;Health;Healthy;Wilted,Discoloration;ScreeningforFusariumciricnatum
2963;Sabie;Mpumalanga;Pinus;patula;foliage;D;F;Welldeveloped,Healthy;Welldeveloped;Discolorationn,Outerbark;Discoloration,Outerbark;Wilted;ScreeningforFungal/bacteriumlpathogens
2964;Sabie;Mpumalanga;Pinus;patula;Branch,Soil,leaves;D;F;Discoloouredtips;Fewroots;Discolorationn,Betweeninnerandouterbark;Discoloration,Outerbark;Wilted,Dead;ScreeningforFungal/bacteriumlpathogens
2965;Sabie;Mpumalanga;Pinus;patula;Cuttings;D;F;Welldeveloped,Healthy,J-rooting;Fewroots,Dead;Discolorationn,Sapwood;Healthy,Discoloration,Sapwood;Dead;ScreeningforFungal/bacteriumlpathogens
2966;Sabie;Mpumalanga;Pinus;patula;Cuttings;D;F;Healthy,Discoloouredtips;Fewroots,Dead;Discolorationn;Discoloration;Dead;ScreeningforFungal/bacteriumlpathogens
2967;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back,Healthy;Fewroots,J-rooting;Health;Healthy;Wilted;ScreeningforFusariumciricnatum
2968;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back,Healthy;Healthyy;Health;Healthy;Wilted,Discoloration;ScreeningforFusariumciricnatum
2969;sevenoaks;Kwazulu-Natal;Pinus;patula;Seed;D;N;Die-back;Resins;Mechanicaldamage,Discolorationn;Wilted;Alive;Cylindrocladium
2970;Tzaneen;WesternCape;Pinus;patula;foliage;D;F;Brownroots,Greentips;Resins;Outerbark,Cambium;Wilted,Die-back;Wilted,Discoloration;saprohytes
2971;karkloof;WesternCape;Pinus;patula;root,Soil,foliaga;D;F;Healthy,Dry;Dead;Discolorationn;Discoloration,Sapwood;Alive;Ssapinea
2972;Franfurtnursery;WesternCape;Pinus;patula;Seed;D;N;Die-back;Dead;Outerbark;Wilted,Die-back;Alive;FSP
2973;WezaPlantation;WesternCape;Pinus;patula;Soil,Seed;D;N;Healthy;Dead;Discolorationn;Healthy;Alive;Foxy
2974;WhiteRiver;WesternCape;Pinus;patula;Seed;D;N;J-rooting;Dead;Mechanicaldamage,Discolorationn;Wilted;Alive;Foxy
2975;Ngodwana;Kwazulu-Natal;Pinus;patula;Cuttings;D;N;Brownroots,Greentips;Resins;Outerbark,Cambium;Dead;Wilted,Discoloration;Fusariumscreening
2976;WhiteRiver;WesternCape;Pinus;patula;Seed;D;N;Welldeveloped,Healthy;Dead;mehanicaldadmga,resinexudation,;Wilted;Alive;Fusarium
2977;Ngodwananursery;Kwazulu-Natal;Pinus;patula;Cuttings;D;N;Brownroots,Greentips;Dead;mehanicaldadmga,resinexudation,;Wilted,Discoloration;Wilted,Discoloration;Fcir
2978;Ngodwananursery;Kwazulu-Natal;Pinus;patula;Cuttings;D;F;Die-back;Dead;Mechanicaldamage,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Wilted;Alive;Fcir
2979;Howick;Kwazulu-Natal;Pinus;patula;Seed;D;N;Brownroots,Greentips;Resins;Outerbark,Cambium;Wilted;Wilted,Dead,Discoloration;Fcir
2980;Rooihugte;WesternCape;Pinus;patula;Seed;D;N;Root:shootratio;Dead;Outerbark,Cambium;Wilted;Alive;Fcir
2981;Ngodwananursery;Kwazulu-Natal;Pinus;patula;Seed;D;N;Root:shootratio;Dead;Mechanicaldamage,Discolorationn;Wilted,Die-back;Alive;Fcir
2982;Tzaneen;WesternCape;Pinus;patula;Seed;D;N;Welldeveloped,Healthy;Dead;Mechanicaldamage,Discolorationn;Wilted;Alive;Fcir
2983;Ngodwananursery;Kwazulu-Natal;Pinus;patula;foliage;D;F;Die-back;Dead;Outerbark,Cambium;Wilted,Discoloration;Alive;Ssapinea
2984;Ngodwana;Mpumalanga;Pinus;patula;Seed;D;N;Healthy;Resins;Mechanicaldamage,Discolorationn;Wilted,Discoloration;Alive;Fcir
2985;jessivale;WesternCape;Pinus;patula;Seed;D;N;Healthy;Dead;Slightdiscoloration;Wilted;Alive;Fcir
2986;jessivale;WesternCape;Pinus;patula;Seed;D;N;Root:shootratio;Dead;Slightdiscoloration;Wilted,Die-back;Alive;Foxy
2987;Ugie;Mpumalanga;Pinus;patula;Seed,Seed;D;F;Die-back;Dead;Outerbark,Cambium;Wilted;Alive;Ssapinea
2988;Kalmoesfontein;Mpumalanga;Pinus;patula;Seed;D;N;Welldeveloped,J-rooting,Healthy,Plugbound;Dead;Mechanicaldamage,Discolorationn;Wilted;Wilted,Scorch,Discoloration;Fcir
2989;iswepe;Kwazulu-Natal;Pinus;patula;Seed;D;N;Drycorch;Dead;Slightdiscoloration;Wilted,Discoloration;Wilted,Discoloration;Ssapinea
2990;Bergplaas?;WesternCape;Pinus;patula;Seed;D;N;Die-back;Dead;Mechanicaldamage,Discolorationn;Wilted,Discoloration;Alive;Fusarium
2991;Scottsville;Mpumalanga;Pinus;patula;Soil,Seed,root;D;N;Healthy;Dead;Discolorationn,Cambium,Fruitingbodies;Healthy,Sapwood;Wilted,Dead,Discoloration;Ssapinea
2992;klipkraal;Mpumalanga;Pinus;patula;Seed,Seed;D;F;Healthy;Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark;Wilted;Alive;Ssapinea
2993;Ngondwananursery;WesternCape;Pinus;patula;Seed;D;N;Brownroots,Greentips;Dead;Slightdiscoloration;Wilted;Wilted,Discoloration;Fcir
2994;Dasbult;WesternCape;Pinus;patula;Seed;A;N;Healthy;Welldeveloped,J-rooting,Dead,Whitemycelia;mehanicaldadmga,resinexudation,;Wilted,Discoloration;Alive;Fcir
2995;Jessievale;Kwazulu-Natal;Pinus;patula;Seed;A;N;Welldeveloped,J-rooting,Healthy,Plugbound;Dead;Slightdiscoloration;Wilted;Brown;Fcir
2996;Klipkraalplantation;WesternCape;Pinus;patula;Seed;D;N;Healthyroots,Healthytips;Dead;Outerbark;Wilted;Alive;Fcir
2997;Longridge;WesternCape;Pinus;patula;Seed;D;N;Die-back;Dead;Mechanicaldamage,Discolorationn;Wilted;Alive;Fcir
2998;Tweedie;Kwazulu-Natal;Pinus;patula;Seed;D;N;Die-back;Resins;Mechanicaldamage,Discolorationn;Wilted;Alive;Fcir
2999;Ugie;Mpumalanga;Pinus;patula;Seed,root;A;F;Die-back;Welldeveloped,J-rooting;Health;Alive;Alive;inconclusive
3000;Tzaneen;WesternCape;Pinus;patula;Seed;D;N;Die-back;Dead;Outerbark;Wilted;Alive;Fcir
3001;klipkraal;WesternCape;Pinus;patula;growthmedia,seeedloing;D;F;Root:shootratio;Discoloration;Discolorationn,Sapwood;Wilted,Die-back;Alive;Fcir
3002;HelvetiaCamelotnorth;WesternCape;Pinus;patula;Seed,Seed,leaves;D;F;Drycorch;Dead;mehanicaldadmga,resinexudation,;Wilted;Alive;Ssapinea
3003;WhiteRiver;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped;Discolorationn;Discoloration;Wilted,Dead;Fusariumscreening
3004;SH2;Comrie;Pinus;patula;Seed/Cuttings;A;N;Root:shootratio;Healthyy;Health;Healthy;Alive;Fusariumscreening
3005;Elandshoogte;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Die-back,Healthy;Welldeveloped;Health;Healthy;Discoloration;Fusariumscreening
3006;Bergplaas?;Comrie;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Welldeveloped,Dead;Discolorationn;Dead;Wilted,Scorch,Discoloration;Fusariumscreening
3007;Franfurtnursery;Comrie;Pinus;patula;Seed/Cuttings;D;F;Die-back;Welldeveloped,Dead;Discolorationn;Dead;Wilted,Dead,Discoloration;Fusariumscreening
3008;Scottsville;Comrie;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,J-rooting,Healthy,Plugbound;Healthyy;Mechanicaldamage;Alive;Wilted,Discoloration;Fusariumscreening
3009;Commondale;Comrie;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio;Fewroots,Dead;Discolorationn,Cambium,Sapwood;Dead;Wilted,Scorch,Discoloration;Fusariumscreening
3010;WhiteRiver;Comrie;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped,Healthyy;Health;Alive;Wilted,Discoloration;Fusariumscreening
3011;Howick;Comrie;Pinus;patula;Seed/Cuttings;D;F;Healthy;Dead,Welldeveloped;Discolorationn;Wilted;Dead;Fusariumscreening
3012;Bergplaas?;WesternCape;Pinus;patula;Soil;D;N;Die-back;Dead;Discoloration,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Wilted;Wilted,Discoloration;Fusariumscreening
3013;Brakenhill;WesternCape;Pinus;patula;Soil;D;N;Brownroots,Greentips;Resins;Discolorationn;Wilted;Wilted,Dead,Discoloration;Fusariumscreening
3014;Howick;WesternCape;Pinus;patula;Seed;D;N;Root:shootratio;Welldeveloped,Dead;Discolorationn;Discoloration;Alive;Fusariumscreening
3015;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
3016;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Brownroots,Greentips;Welldeveloped;Health;Discoloration;Alive;Fusariumscreening
3017;SouthWoodnusery;Evergreen;Pinus;patula;Seed/Cuttings;A;N;Root:shootratio;Welldeveloped,J-rooting,Dead,Whitemycelia;Discolorationn;Wilted,Die-back;Wilted,Discoloration;Fusariumscreening
3018;Ugie;Evergreen;Pinus;patula;Seed/Cuttings;A;N;Welldeveloped,J-rooting,Plugbound;Welldeveloped,J-rooting,Dead,Plugboundd;Discolorationn;Dead;Wilted,Dead,Discoloration;Fusariumscreening
3019;Tzaneen;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Root:shootratio;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
3020;klipkraal;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
3021;klipkraal;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;Fusariumscreening
3022;klipkraal;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
3023;Ngodwana;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Die-back,Healthy;Welldeveloped,Dead;Discolorationn;Healthy;Dead;Fusariumscreening
3024;Ngodwana;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Healthy;Fewroots;Discolorationn;Discoloration;Alive;Fusariumscreening
3025;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Die-back;Healthyy;Health;Discoloration;Alive;Fusariumscreening
3026;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Wilted,Scorch,Discoloration;Fusariumscreening
3027;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Healthy;Dead;Discolorationn;Healthy;Wilted,Scorch,Discoloration;Fusariumscreening
3028;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;Fusariumscreening
3029;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;Fusariumscreening
3030;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
